url,comments,created_at,updated_at,active_time,closed_at,commits,additions,deletions,changed_files,merged,closed,open,body_not_bot,body_prepro,negativeBody,neutralBody,positiveBody,compoundBody,,,compound_overall
https://api.github.com/repos/singular-labs/ios-sample-app/pulls/6,0,2021-11-19T23:06:01Z,2021-12-01T06:02:48Z,975407,,14,990,240,51,0,0,1,"Sample App Updates:

- Updated to latest SDK 11.0.1
- Added ESP Domain Support
- Updated Deeplink Handler as there was an error with nil crashing the app when no passthrough was provided
- Updated AppDelegate to use the SingularConfig on all entry points
- Added examples of:  implementing ATT, support for non-singular links, revenue events with args(using dictionary), data privacy options (gdpr, ccpa, age-gate methods), and displayed the identifiers with share option.",sample app update updated latest sdk added esp domain support updated deeplink handler error nil crashing app passthrough provided updated appdelegate use singularconfig entry point added example implementing att support nonsingular link revenue event args using dictionary data privacy option gdpr ccpa agegate method displayed identifier share option,0.05,0.81,0.14,0.5994,,,
https://api.github.com/repos/mautic/mautic/pulls/10351,4,2021-08-22T08:25:58Z,2021-12-13T20:37:32Z,9807094,,7,229,14,3,0,0,1,"| Q                                      | A
| -------------------------------------- | ---
| Branch?                                | ""features"" for all features, enhancements and bug fixes (until 3.3.0 is released) <!-- see below -->
| Bug fix?                               | yes/no
| New feature?                           | yes/no
| Deprecations?                          | yes/no
| BC breaks?                             | yes/no
| Automated tests included?              | yes/no
| Related user documentation PR URL      | mautic/mautic-documentation#... <!-- required for new features -->
| Related developer documentation PR URL | mautic/developer-documentation#... <!-- required for developer-facing changes -->
| Issue(s) addressed                     | Fixes #... <!-- prefix each issue number with ""Fixes #"", no need to create an issue if none exists, explain below instead -->

<!--
Additionally (see https://contribute.mautic.org/contributing-to-mautic/developer/code/pull-requests#step-5-work-on-your-pull-request):
 - Always add tests and ensure they pass.
 - Bug fixes must be submitted against the lowest maintained branch where they apply
   (lowest branches are regularly merged to upper ones so they get the fixes too.)
 - Features and deprecations must be submitted against the ""features"" branch.
-->

<!--
Please write a short README for your feature/bugfix. This will help people understand your PR and what it aims to do.
-->
#### Description:
Maintenance command clean old data from Mautic https://docs.mautic.org/en/setup/cron-jobs#clean-up-old-data
With --gdpr flag remove also contacts without activity older like 3 years.
We need summary from maintenance command store to audit log to be sure contact's were deleted from command.

<!--
If you are fixing a bug and if there is no linked issue already, please provide steps to reproduce the issue here.
-->

#### Steps to test this PR:
1. Load up [this PR](https://mautibox.com)
2. Be sure you you have contacts with last_active  older like 3 years ago
3. `run php bin/console  mautic:maintenance:cleanup --gdpr`
4. Go to audit_log table and see new log  with of summary of command

![image](https://user-images.githubusercontent.com/462477/130347755-94061f19-a1a6-4e0f-b7c3-e4fc5b118906.png)

`a:2:{s:7:""options"";a:3:{s:8:""days-old"";i:365;s:4:""gdpr"";b:1;s:3:""env"";s:3:""dev"";}s:5:""stats"";a:1:{s:8:""Visitors"";i:1;}}`

<!--
If you have any deprecations, list them here along with the new alternative.
If you have any backwards compatibility breaks, list them here.
-->


<a href=""https://gitpod.io/#https://github.com/mautic/mautic/pull/10351""><img src=""https://gitpod.io/button/open-in-gitpod.svg""/></a>

",q branch feature feature enhancement bug fix released see bug fix yesno new feature yesno deprecation yesno bc break yesno automated test included yesno related user documentation pr url required new feature related developer documentation pr url required developerfacing change issue addressed fix prefix issue number fix need create issue none exists explain instead additionally see always add test ensure pas bug fix must submitted lowest maintained branch apply lowest branch regularly merged upper one get fix feature deprecation must submitted feature branch please write short readme featurebugfix help people understand pr aim description maintenance command clean old data mautic gdpr flag remove also contact without activity older like year need summary maintenance command store audit log sure contact deleted command fixing bug linked issue already please provide step reproduce issue step test pr load pr sure contact lastactive older like year ago run php binconsole mautic maintenance cleanup gdpr go auditlog table see new log summary command image option daysold gdpr env dev stats visitor deprecation list along new alternative backwards compatibility break list href src,0.049,0.844,0.107,0.8474,,,
https://api.github.com/repos/trewknowledge/GDPR/pulls/244,0,2019-01-14T12:19:28Z,2019-01-14T12:19:28Z,0,,1,3,4,1,0,0,1,"* Removes unused local variable
* Found `response.status` is undefined, so use `xhr.status` check instead - however may not be needed
* Force `window.location.reload` to load page from server, rather than local cache

It may be that the `200 === xhr.status` check is not required. This is the success handler function, so a successful outcome is assumed(?)

I haven't updated the `else` / `displayNotification` function, as I'm not sure what the expected contents of the `response.data...` object would be. Perhaps hardcoded with translated error strings?",remove unused local variable found responsestatus undefined use xhrstatus check instead however may needed force load page server rather local cache may xhrstatus check required success handler function successful outcome assumed nt updated else displaynotification function sure expected content responsedata object would perhaps hardcoded translated error string,0.049,0.775,0.177,0.7964,,,
https://api.github.com/repos/Awesome-Technologies/synapse-admin/pulls/217,4,2021-12-26T12:01:12Z,2023-01-24T21:17:30Z,34074978,,5,208,2,5,0,0,1,"Fixes #121

* Adds multi-select to the user media list to allow for bulk deleting media. 
* For image types, a preview is also displayed in the list

Example:

![Bulk delete media screenshot](https://user-images.githubusercontent.com/3384072/147407361-365da467-b694-4427-905c-8fb46599e9fc.png)


Note: I've never used React before so not sure if the way I've implemented everything is the most ideal or not, would love any feedback.",fix add multiselect user medium list allow bulk deleting medium image type preview also displayed list example bulk delete medium screenshot note never used react sure way implemented everything ideal would love feedback,0.048,0.717,0.235,0.8195,,,
https://api.github.com/repos/michnhokn/kirby3-cookie-banner/pulls/11,2,2021-10-14T23:14:02Z,2021-10-21T16:05:13Z,579071,,9,17463,3034,6,0,0,1,"Hi!

I implemented client side conditional loading of scripts. The method is known from different cookie consent services like Usercentrics, CookieFirst and others (see https://docs.usercentrics.com/#/direct-implementation-guide or https://support.cookiefirst.com/hc/en-us/articles/360011566698--Change-website-s-scripts-to-comply-with-the-GDPR).

To use it, replace (or add if missing) `type=""text/plain""` and add `data-cookie-feature=""feature-identifier""` to your script tags that depend on user consent. No logic in PHP is needed.
When the user gives consent for feature `feature-identifier`, the scripts then gets loaded and executed. This check is also done on page load. If consent for a script gets withdrawn, the page will be reloaded to remove all code of those affected scripts immediately and completely.

This new feature is a completely optional addition, the plugins still works as before.

Oh and i also installed Parcel as a local project dependency (as I and maybe others are not using it otherwise).",hi implemented client side conditional loading script method known different cookie consent service like usercentrics cookiefirst others see use replace add missing type textplain add datacookiefeature featureidentifier script tag depend user consent logic php needed user give consent feature featureidentifier script get loaded executed check also done page load consent script get withdrawn page reloaded remove code affected script immediately completely new feature completely optional addition plugins still work oh also installed parcel local project dependency maybe others using otherwise,0.044,0.84,0.116,0.6486,,,
https://api.github.com/repos/webdevlaw/open-source-privacy-standards/pulls/3,1,2019-02-06T12:44:14Z,2019-02-20T10:01:43Z,1199849,,1,3,1,1,0,0,1,"I believe it is important not to miss out GDPR, as the most comprehensive, relevant and up-to-date legal source.
Maybe the regulation itself in some cases seems to be a bit too ""legal"", but there are some really useful, easy to understand and reliable sources. Eg. one of the bests is ICO's guide: https://ico.org.uk/for-organisations/guide-to-data-protection/",believe important miss gdpr comprehensive relevant uptodate legal source maybe regulation case seems bit legal really useful easy understand reliable source eg one best ico guide,0.043,0.487,0.47,0.9296,,,
https://api.github.com/repos/rsyslog/rsyslog/pulls/4500,12,2021-01-14T15:00:56Z,2022-03-29T13:10:51Z,37922995,,4,92,23,10,0,0,1,"There were two issues with the current code:
1. the state file being deleted upon imfile vanishing was not the state
   file with 'file_id'
2. when a imfile was renamed (e.g. after a rotation), the file was
   flagged with 'in_move' which resulted in the state file to never be
   destroyed

The state file was not destroyed because of the following sequence:
1. imfile is renamed, a IN_MOVED_FROM event is fired and 'in_move' flag set
2. polltree executes and finds the imfile is gone, hence deletes it
3. due to having 'in_move' flag, the state file isn't destroyed

Finally, not related to the issue, but close enough, the inotify 'wd'
descriptor was never deleted, causing an internal error to occur if a
rotated file was being modified.

The new code gets rid off 'in_move' flag completely, because it is
useless: upon file renaming, polltree will detect that file vanished and
will delete the entry after flushing.
The old code was anyway unreliable in the case more than 1 file was
being renamed in a given directory simultaneously: since polltree
executed as soon as first notification IN_MOVED_FROM was received, it
deleted the entry for the other files being renamed as well before the
'in_move' flag could have been set.

Signed-off-by: Renaud Mﾃｩtrich <rmetrich@redhat.com>

<!--
LEGAL GDPR NOTICE:
According to the European data protection laws (GDPR), we would like to make you
aware that contributing to rsyslog via git will permanently store the
name and email address you provide as well as the actual commit and the
time and date you made it inside git's version history. This is inevitable,
because it is a main feature git. If you are concerned about your
privacy, we strongly recommend to use

--author ""anonymous <gdpr@example.com>""

together with your commit. Also please do NOT sign your commit in this case,
as that potentially could lead back to you. Please note that if you use your
real identity, the GDPR grants you the right to have this information removed
later. However, we have valid reasons why we cannot remove that information
later on. The reasons are:

* this would break git history and make future merges unworkable
* the rsyslog projects has legitimate interest to keep a permanent record of the
  contributor identity, once given, for
  - copyright verification
  - being able to provide proof should a malicious commit be made

Please also note that your commit is public and as such will potentially be
processed by many third-parties. Git's distributed nature makes it impossible
to track where exactly your commit, and thus your personal data, will be stored
and be processed. If you would not like to accept this risk, please do either
commit anonymously or refrain from contributing to the rsyslog project.
-->
",two issue current code state file deleted upon imfile vanishing state file fileid imfile renamed eg rotation file flagged inmove resulted state file never destroyed state file destroyed following sequence imfile renamed inmovedfrom event fired inmove flag set polltree executes find imfile gone hence deletes due inmove flag state file nt destroyed finally related issue close enough inotify wd descriptor never deleted causing internal error occur rotated file modified new code get rid inmove flag completely useless upon file renaming polltree detect file vanished delete entry flushing old code anyway unreliable case file renamed given directory simultaneously since polltree executed soon first notification inmovedfrom received deleted entry file renamed well inmove flag could set signedoffby renaud rmetrichcom legal gdpr notice according european data protection law gdpr would like make aware contributing rsyslog via git permanently store name email address provide well actual commit time date made inside git version history inevitable main feature git concerned privacy strongly recommend use author anonymous gdprcom together commit also please sign commit case potentially could lead back please note use real identity gdpr grant right information removed later however valid reason remove information later reason would break git history make future merges unworkable rsyslog project legitimate interest keep permanent record contributor identity given copyright verification able provide proof malicious commit made please also note commit public potentially processed many thirdparties git distributed nature make impossible track exactly commit thus personal data stored processed would like accept risk please either commit anonymously refrain contributing rsyslog project,0.039,0.757,0.203,0.9899,,,
https://api.github.com/repos/aimeoscom/ai-payments/pulls/22,11,2019-06-04T19:17:10Z,2019-12-13T11:46:06Z,16561736,,8,489,1,2,0,0,1,"This patch overrides a couple of Omnipay methods to implement the Mollie Orders API, which is needed for Klarna Pay later and Klarna Slice payment options. 

I was not sure if it would be cleaner to modify some methods at `Aimeos\MShop\Service\Provider\Payment\Omnipay` directly, but ultimately decided to do it like this. Feel free to adapt or modify.",patch override couple omnipay method implement mollie order api needed klarna pay later klarna slice payment option sure would cleaner modify method directly ultimately decided like feel free adapt modify,0.039,0.691,0.271,0.8126,,,
https://api.github.com/repos/agentejo/cockpit/pulls/1411,0,2021-01-27T16:47:25Z,2021-01-28T14:44:35Z,79030,,1,14,13,2,0,0,1,"### Preamble

This pull request doesn't alter current forms submission behavior (in essence it ensures that the [`""forms.submit.before""`](https://github.com/agentejo/cockpit/blob/efb8944051d7f347a4114cd21d8f01ecab373a00/modules/Forms/bootstrap.php#L267) event is always triggered for each form submission).

A borderline example is shown below.

---

### Issue description:

When using a form call like the following:

```html
<form action=""/api/forms/submit/contact"" method=""post"" enctype=""multipart/form-data"">
  <input name=""files[]"" type=""file"">
  <input name=""submit"" type=""submit"" value=""Submit"">
</form>
```

empty `$_POST` data is passed to `Forms\Controller\RestApi::submit` causing an early exit from that function and without being so able to parse `$_FILES` data inside the [`""forms.submit.before""`](https://github.com/agentejo/cockpit/blob/efb8944051d7f347a4114cd21d8f01ecab373a00/modules/Forms/bootstrap.php#L267) hook

https://github.com/agentejo/cockpit/blob/efb8944051d7f347a4114cd21d8f01ecab373a00/modules/Forms/Controller/RestApi.php#L23-L34

### Proposed solution:

Set fallback param `$data` to empty array and delegate empty check validation to `Forms::submit` function.

```php
// Forms\Controller\RestApi::submit

$data    = $this->param('form', []);
$options = $this->param('form_options', []);

return $this->module('forms')->submit($form, $data, $options);
```

```php
// Forms::submit

$this->app->trigger('forms.submit.before', [$form, &$data, $frm, &$options]); // <-- parse here form $data request

if (empty($data)) {
  return false;
}
```

---

### Example of usage:

Dynamically check and populate forms `$data['files']` entry:

```php
// config/bootstrap.php

$app->on('forms.submit.before', function($form, &$data, $frm, &$options) use ($app) {

  // see ""Helper Functions"" for more info about it
  $files = get_uploaded_files()

  if (!empty($files)) {
    $files = $app->module('cockpit')->uploadAssets('files', ['folder' => get_forms_uploads_folder()]);
    $data['files'] = $files['uploaded']; // <-- save entries as filename
  }

});

```

<details><summary><strong>Contact Form</strong></summary><br>

Simple contact form template with **single input `files[]`**:

![contact](https://user-images.githubusercontent.com/9614886/106008118-494d0c80-60b7-11eb-91ae-adb0af7f77e0.png)

**Lexy template:**

```blade
@form( 'contact', [ 'id' => 'contact-form', 'class'=>'contact-form' ] )
  <fieldset>
    <legend>@lang('Contact us'):</legend>
    <div>
      <label for=""name"">
        @lang('Name') <span title=""@lang('required')"">*</span>
      </label>
      <input type=""text"" name=""form[name]"" id=""name"" placeholder="""" onblur=""this.value= this.value.toLowerCase().replace(/\b\w/g, function(l){ return l.toUpperCase() })"" required>
    </div>
    <div>
      <label for=""email"">
        @lang('E-mail') <span title=""@lang('required')"">*</span>
      </label>
      <input type=""email"" name=""form[email]"" id=""email"" placeholder="""" pattern=""[A-Za-z0-9._%+-]+@[A-Za-z0-9.-]+\.[A-Za-z]{2,}$"" onblur=""this.value = this.value.toLowerCase()"" required>
    </div>
    <div>
      <label for=""phone"">
        @lang('Phone')
      </label>
      <input type=""tel"" name=""form[phone]"" id=""phone"" placeholder="""" pattern=""[+]{0,1}[0-9]{9,}"">
    </div>
    <div>
      <label for=""message"">
        @lang('Message') <span title=""@lang('required')"">*</span>
      </label>
      <textarea name=""form[message]"" id=""message"" placeholder="""" rows=""5"" required></textarea>
    </div>
    <div>
      <label for=""files"">
        @lang('File')
      </label>
      <input type=""hidden"" name=""MAX_FILE_SIZE"" value=""100000"">
      <input name=""files[]"" type=""file"">
    </div>
    <p>
      <input type=""checkbox"" name=""form[privacy]"" id=""privacy"" required>
      <label for=""privacy"">
        {{ $app(""i18n"")->getstr('I accept the <a href=""%s"">privacy policy</a> and I give consent to processing of this data as established by the <a href=""%s"">GDPR</a>', [ $app['base_route'] . '/privacy-policy/', 'https://gdpr.eu/' ] ); }} <span title=""required"">*</span>
      </label>
    </p>
    <div>
      <input name=""submit"" type=""submit"" value=""@lang('Submit')"">
    </div>
    <p class=""form-message-success"" style=""display: none;"">
      @lang('Thank You! I\'ll get back to you real soon...')
    </p>
  </fieldset>
@endform
```

</details>

<details><summary><strong>Upload Form</strong></summary><br>

Simple contact form template with **multiple input `files[]`** :

![upload](https://user-images.githubusercontent.com/9614886/106009161-56b6c680-60b8-11eb-8a4e-4436864a7014.png)

**Lexy template:**

```blade
@form( 'upload', [ 'id' => 'upload-form', 'class'=>'upload-form' ] )
  <fieldset>
    <legend>@lang('Upload some files'):</legend>
    </div>
      <input name=""files[]"" type=""file"">
      <input name=""files[]"" type=""file"">
    </div>
    <div>
      <input name=""submit"" type=""submit"" value=""@lang('Submit')"">
    </div>
    <p class=""form-message-success"" style=""display: none;"">
      @lang('Thank You! I\'ll get back to you real soon...')
    </p>
  </fieldset>
@endform
```

</details>

---

### Helper Functions

<details><summary><strong>config/bootstrap.php</strong></summary><br>

```php
/**
 * Check and retrieve forms uploaded files
 *
 * @return array $data
 */
function get_uploaded_files() {
    $app    = cockpit();

    $files  = $app->param('files', [], $_FILES);
    $data   = [];

    if (isset($files['name']) && is_array($files['name'])) {
      for ($i = 0; $i < count($files['name']); $i++) {
        if (is_uploaded_file($files['tmp_name'][$i]) && !$files['error'][$i]) {
            foreach($files as $k => $v) {
                $data['files'][$k]   = $data['files'][$k] ?? [];
                $data['files'][$k][] = $files[$k][$i];
            }
        }
      }
    }

    return $data;
}

/**
 * Check and retrieve forms upload folder
 *
 * @return array $folder
 */
function get_forms_uploads_folder() {
    $app    = cockpit();

    $name   = 'forms_uploads';
    $parent = '';
    $folder = $app->storage->findOne('cockpit/assets_folders', ['name'=>$name, '_p'=>$parent]);

    if (empty($folder)) {
      $user   = $app->storage->findOne('cockpit/accounts', ['group'=>'admin'], ['_id' => 1]);
      $meta   = [
          'name' => $name,
          '_p'   => $parent,
          '_by'  => $user['_id'] ?? '',
      ];
      $folder = $app->storage->save('cockpit/assets_folders', $meta);
    }

    return $folder;
}

/**
 * Check and populate forms $data['files'] entry
 */
$app->on('forms.submit.before', function($form, &$data, $frm, &$options) use ($app) {

    $files = get_uploaded_files();

    if (!empty($files)) {

        $files = $app->module('cockpit')->uploadAssets('files', ['folder' => get_forms_uploads_folder()]);

        $data['files'] = [];
        $ASSETS_URL    = rtrim($app->filestorage->getUrl('assets://'), '/');

        // save entries as filename
        // $data['files'] = $files['uploaded'];

        // save entries as absolute urls
        foreach($files['assets'] as $file) {
          $data['files'][] = $ASSETS_URL.$file['path'];
        }

    }

});
```

</details>

---

### End notes

The **Contact Form** example reported above does not suffer from this problem because the variable `$_POST` is still populated by other input fields.

The **Upload Form** (with just input `$_FILES`) is purely demonstrative. It can be solved somehow by hooking the [`assets`](https://github.com/agentejo/cockpit/blob/efb8944051d7f347a4114cd21d8f01ecab373a00/modules/Cockpit/Controller/Assets.php#L54) api, however, it would be nice to be able to do it with the same hook (regardless of the number of parameters and without having to define custom rest api endpoints...)

_Hoping that's clear enough, 
Raruto_",preamble pull request nt alter current form submission behavior essence ensures formssubmitbefore event always triggered form submission borderline example shown issue description using form call like following html form action method post enctype multipartformdata input name file type file input name submit type submit value submit form empty post data passed submit causing early exit function without able parse file data inside formssubmitbefore hook proposed solution set fallback param data empty array delegate empty check validation form submit function php submit data param form option param formoptions return module form submit form data option php form submit app trigger formssubmitbefore form data frm option parse form data request empty data return false example usage dynamically check populate form data file entry php configbootstrapphp app formssubmitbefore function form data frm option use app see helper function info file getuploadedfiles empty file file app module cockpit uploadassets file folder data file file uploaded save entry filename detail summary strong contact form strong summary br simple contact form template single input file contact lexy template blade contact id contactform class contactform fieldset legend contact u legend div label name name span title required span label input type text name form name id name placeholder onblur thisvalue replace bwg function l return ltouppercase required div div label email email span title required span label input type email name form email id email placeholder pattern azaz onblur thisvalue required div div label phone phone label input type tel name form phone id phone placeholder pattern div div label message message span title required span label textarea name form message id message placeholder row required textarea div div label file file label input type hidden name maxfilesize value input name file type file div p input type checkbox name form privacy id privacy required label privacy app getstr accept href privacy policy give consent processing data established href gdpr app baseroute privacypolicy span title required span label p div input name submit type submit value submit div p class formmessagesuccess style display none thank get back real soon p fieldset detail detail summary strong upload form strong summary br simple contact form template multiple input file upload lexy template blade upload id uploadform class uploadform fieldset legend upload file legend div input name file type file input name file type file div div input name submit type submit value submit div p class formmessagesuccess style display none thank get back real soon p fieldset detail helper function detail summary strong configbootstrapphp strong summary br php check retrieve form uploaded file array data function getuploadedfiles app cockpit file app param file file data isset file name isarray file name count file name isuploadedfile file tmpname file error foreach file k v data file k data file k data file k file k return data check retrieve form upload folder array folder function app cockpit name formsuploads parent folder app storage findone name name p parent empty folder user app storage findone cockpitaccounts group admin id meta name name p parent user id folder app storage save meta return folder check populate form data file entry app formssubmitbefore function form data frm option use app file getuploadedfiles empty file file app module cockpit uploadassets file folder data file assetsurl rtrim app filestorage geturl asset save entry filename data file file uploaded save entry absolute url foreach file asset file data file assetsurl file path detail end note contact form example reported suffer problem variable post still populated input field upload form input file purely demonstrative solved somehow hooking asset api however would nice able hook regardless number parameter without define custom rest api endpoint hoping clear enough raruto,0.039,0.842,0.119,0.9941,,,
https://api.github.com/repos/Automattic/wp-calypso/pulls/52733,3,2021-05-11T03:22:00Z,2021-07-10T06:37:49Z,5195749,,1,109,1,7,0,0,1,"#### Changes proposed in this Pull Request

**See:** p5UegX-FQ-p2 ... This adds the Iponweb trackers for `pageview`, `signup_start`, `signup`, and `purchase` events.

#### Testing instructions

Visit: https://calypso.live/start?branch=add/pubmine-trackers

Run the following in DevTools console and then reload the page. Note: Replace `[secret]` with the `store_sandbox` secret -- search MC secret store for ""Store Sandbox Cookie Secret"".

```
var doc = document, cD = doc.location.hostname.split( '.' ).slice( -2 ).join( '.' );
doc.cookie = 'store_sandbox=[secret]; path=/; domain=.' + cD + '; samesite=none; secure';
doc.cookie = 'flags=a8c-analytics.on,gdpr-banner,google-analytics,ad-tracking; path=/; domain=.' + cD;
doc.cookie = 'sensitive_pixel_option=yes; path=/; domain=.' + cD;
localStorage.setItem( 'debug', 'calypso:*' );
```

- Filter Console tab in DevTools by `Iponweb`
- Set Preserve Log on for Network and Console tabs in DevTools.
- Register, create site, and complete checkout using store sandbox test card `4242 4242 4242 4242`
- Confirm the following events fired:

![Screen Shot on 2021-05-10 at 23:34:00](https://user-images.githubusercontent.com/1563559/117754388-426e8380-b1e8-11eb-91f5-b9f9112fd2bc.png)
",change proposed pull request see add iponweb tracker pageview signupstart signup purchase event testing instruction visit run following devtools console reload page note replace secret storesandbox secret search mc secret store store sandbox cookie secret var doc document cd slice join doccookie storesandbox secret path domain cd samesitenone secure doccookie gdprbanner googleanalytics adtracking path domain cd doccookie path domain cd localstoragesetitem debug calypso filter console tab devtools iponweb set preserve log network console tab devtools register create site complete checkout using store sandbox test card confirm following event fired screen shot,0.037,0.894,0.069,0.2732,,,
https://api.github.com/repos/kmccurdy/techdsc/pulls/1,0,2018-07-18T13:20:48Z,2018-07-18T16:24:35Z,11027,,2,671,0,1,0,0,1,"This pull request has a markdown document containing all proposals as gathered in this [onlyoffice document](https://personal.onlyoffice.com/products/files/doceditor.aspx?fileid=2450371&doc=dThDcFZBdlZnYXlNUlRTNjJVbnR1YUw2bDdGRVNoRHpxOVVjMVFOWDFKQT0_IjI0NTAzNzEi0#).

I've attempted to preserve some formatting, but much of it hasn't made the transition / requires a bit of markdown-ification to look decent again.

Comments have been brought over and added as comments on the pull request, which means:

- if the pull request is merged, the comments will not come along for the ride; they could be recreated on the files if we see the need, otherwise they'll stay only within this PR view
- if the line referenced by a comment is deleted, the comment will be gone as well

so there may be room for improvements, but I don't see any problem with keeping this PR open as long as needed, so let's start trying out collaboration here and iterate as needed!",pull request markdown document containing proposal gathered onlyoffice document attempted preserve formatting much nt made transition requires bit markdownification look decent comment brought added comment pull request mean pull request merged comment come along ride could recreated file see need otherwise stay within pr view line referenced comment deleted comment gone well may room improvement nt see problem keeping pr open long needed let start trying collaboration iterate needed,0.037,0.894,0.069,0.34,,,
